playerID,tmID,target_year,prev_year,ppg_prev,rpg_prev,apg_prev,spg_prev,bpg_prev,mpg_prev,fg_pct_prev,efficiency_prev,player_rating_prev,is_elite_prev,GP_prev,GS_prev,gs_pct_prev,minutes_prev,ppg_vs_league,rpg_vs_league,efficiency_vs_league,rating_vs_league,win_pct_prev,conf_rank_prev,made_playoffs_prev,margin_prev,won_championship_prev,playoff_wins_prev,won_most_valuable_player,won_defensive_player_of_the_year,won_most_improved_player,won_wnba_finals_most_valuable_player,won_rookie_of_the_year,first_year,years_experience,career_most_valuable_player,career_defensive_player_of_the_year,career_most_improved_player,career_wnba_finals_most_valuable_player,career_rookie_of_the_year,career_total_awards,ppg_prev2,efficiency_prev2,player_rating_prev2,ppg_improvement,efficiency_improvement,rating_improvement,PostGP_prev,PostGS_prev,PostMinutes_prev,PostPoints_prev,PostRebounds_prev,PostAssists_prev,PostSteals_prev,PostBlocks_prev
bibbyje01w,NYL,2,1,1.1176470588235294,0.29411764705882354,0.6470588235294118,0.17647058823529413,0.0,4.0588235294117645,0.16666666666666666,1.5294117647058822,7.542857142857142,0,17,0,0.0,69,-5.718943734198145,-2.651773142282616,-9.414150459116087,-10.682684982607146,0.625,1.0,1,3.53125,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,3,0,8,4,0,2,0,0
blackde01w,MIA,2,1,4.75,2.875,3.0625,1.8125,0.03125,25.625,0.38,10.96875,18.647663551401866,0,32,32,1.0,820,-2.086590793021675,-0.07089078934143922,0.02518777617803103,0.4221214259375792,0.40625,6.0,1,-5.3125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
blodgci01w,SAC,2,1,2.6,0.45,0.15,0.4,0.05,6.65,0.4,3.0,13.590532544378696,0,20,0,0.0,133,-4.236590793021675,-2.495890789341439,-7.943562223821969,-4.6350095810855905,0.65625,3.0,1,5.21875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
boltoru01w,SAC,2,1,13.10344827586207,3.6551724137931036,1.9655172413793103,1.1724137931034482,0.034482758620689655,29.93103448275862,0.36141304347826086,18.379310344827587,23.005752212389382,0,29,29,1.0,868,6.266857482840394,0.7092816244516644,7.435748121005618,4.780210086925095,0.65625,3.0,1,5.21875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,2,70,39,9,7,4,0
brazian01w,CHA,2,1,2.3181818181818183,1.5454545454545454,0.22727272727272727,0.22727272727272727,0.0,9.227272727272727,0.3877551020408163,3.5454545454545454,10.28786610878661,0,22,3,0.13636363636363635,203,-4.518408974839857,-1.4004362438868938,-7.398107678367424,-7.937676016677678,0.25,8.0,1,-7.59375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
brogami01w,PHO,2,1,7.535714285714286,3.9642857142857144,1.75,1.0714285714285714,0.21428571428571427,25.892857142857142,0.5109489051094891,13.25,19.38134034165572,0,28,23,0.8214285714285714,725,0.6991234926926104,1.0183949249442752,2.306437776178031,1.1557982161914317,0.625,4.0,1,4.40625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,2,52,22,9,1,1,1
browned01w,DET,2,1,5.875,2.75,2.25,0.75,0.15625,19.34375,0.35714285714285715,9.65625,17.26351145038168,0,32,7,0.21875,619,-0.9615907930216752,-0.19589078934143922,-1.287312223821969,-0.9620306750826053,0.4375,4.5,1,-2.96875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
brownru01w,CLE,2,1,8.433333333333334,4.133333333333334,1.4666666666666666,1.2666666666666666,0.43333333333333335,22.633333333333333,0.49732620320855614,13.766666666666667,23.276643356643355,0,30,22,0.7333333333333333,679,1.5967425403116584,1.1874425439918945,2.8231044428446985,5.051101231179068,0.53125,2.0,1,1.96875,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,6,6,167,63,34,10,17,2
brumfma01w,MIN,2,1,3.875,1.875,1.3125,0.6875,0.0625,19.15625,0.46534653465346537,6.5625,11.98151001540832,0,32,17,0.53125,613,-2.961590793021675,-1.0708907893414392,-4.381062223821969,-6.244032110055967,0.46875,6.0,1,0.15625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
bullevi01w,WAS,2,1,10.6875,5.71875,1.3125,2.0,1.46875,34.1875,0.48639455782312924,19.375,25.410265486725663,0,32,32,1.0,1094,3.850909206978325,2.772859210658561,8.431437776178031,7.184723361261376,0.4375,4.5,1,-1.40625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,2,69,30,9,3,5,5
burraal01w,POR,2,1,7.571428571428571,3.5238095238095237,0.2857142857142857,0.14285714285714285,0.3333333333333333,14.952380952380953,0.5871559633027523,10.142857142857142,20.242285714285718,0,21,4,0.19047619047619047,314,0.734837778406896,0.5779187344680845,-0.8007050809648266,2.0167435888214307,0.3125,7.0,1,-4.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
byearla01w,SAC,2,1,5.65625,3.8125,0.65625,0.9375,0.15625,16.28125,0.5244755244755245,10.125,23.13177737881508,0,32,0,0.0,521,-1.1803407930216752,0.8666092106585608,-0.818562223821969,4.906235253350793,0.65625,3.0,1,5.21875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,0,12,0,2,0,1,0
campbed01w,SEA,2,1,13.875,2.125,2.3125,1.1875,0.25,31.875,0.39069767441860465,17.25,19.10769230769231,0,16,16,1.0,510,7.038409206978325,-0.8208907893414392,6.306437776178031,0.882150182228024,0.1875,8.0,1,-10.90625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
cantydo01w,DET,2,1,9.178571428571429,2.5,2.9285714285714284,1.75,0.17857142857142858,28.0,0.4088669950738916,14.714285714285714,21.599999999999998,0,28,27,0.9642857142857143,784,2.3419806355497537,-0.4458907893414392,3.7707234904637446,3.374457874535711,0.4375,4.5,1,-2.96875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
cassija01w,MIA,2,1,3.3636363636363638,1.0454545454545454,0.4090909090909091,0.22727272727272727,0.09090909090909091,7.954545454545454,0.36363636363636365,4.545454545454546,17.334597156398104,0,22,0,0.0,175,-3.4729544293853114,-1.9004362438868938,-6.398107678367423,-0.890944969066183,0.40625,6.0,1,-5.3125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
clearmi01w,PHO,2,1,2.375,1.5416666666666667,3.2083333333333335,1.4166666666666667,0.08333333333333333,21.208333333333332,0.3111111111111111,8.041666666666666,18.42275229357798,0,24,7,0.2916666666666667,509,-4.461590793021675,-1.4042241226747725,-2.901895557155303,0.19721016811369196,0.625,4.0,1,4.40625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
clinest01w,SAC,2,1,2.5384615384615383,1.1538461538461537,1.8846153846153846,0.46153846153846156,0.038461538461538464,10.961538461538462,0.3508771929824561,5.115384615384615,17.383177570093455,0,26,2,0.07692307692307693,285,-4.298129254560137,-1.7920446354952855,-5.828177608437354,-0.8423645553708319,0.65625,3.0,1,5.21875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,0,3,3,0,0,0,0
colleka01w,MIA,2,1,8.25,1.96875,1.5625,0.84375,0.21875,27.28125,0.3515358361774744,10.8125,14.023762376237624,0,32,32,1.0,873,1.4134092069783248,-0.9771407893414392,-0.13106222382196897,-4.201779749226663,0.40625,6.0,1,-5.3125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
coopecy01w,HOU,2,1,17.741935483870968,2.7419354838709675,5.032258064516129,1.2580645161290323,0.1935483870967742,35.0,0.45918367346938777,23.774193548387096,25.450490633363067,0,31,31,1.0,1085,10.905344690849294,-0.2039553054704717,12.830631324565127,7.22494850789878,0.84375,2.0,1,12.78125,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,,,,0.0,0.0,0.0,6,6,228,136,15,22,9,1
crawlsy01w,POR,2,1,11.516129032258064,5.967741935483871,1.096774193548387,0.9354838709677419,0.7741935483870968,30.0,0.4798657718120805,17.451612903225808,21.055900621118013,0,31,30,0.967741935483871,930,4.679538239236389,3.0218511461424318,6.508050679403839,2.8303584956537264,0.3125,7.0,1,-4.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
cunnibe01w,WAS,2,1,2.8095238095238093,1.0,0.5714285714285714,0.09523809523809523,0.0,9.428571428571429,0.25,3.9047619047619047,11.184615384615386,0,21,0,0.0,198,-4.027066983497866,-1.9458907893414392,-7.038800319060064,-7.040926740848901,0.4375,4.5,1,-1.40625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,0,13,7,0,0,1,0
daleygr01w,MIN,2,1,5.766666666666667,2.4,1.9,0.4,0.0,19.233333333333334,0.3877551020408163,8.8,15.057748776508971,0,30,4,0.13333333333333333,577,-1.0699241263550086,-0.5458907893414393,-2.1435622238219683,-3.167793348955316,0.46875,6.0,1,0.15625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
darlihe01w,CLE,2,1,4.84375,1.96875,2.03125,1.15625,0.15625,17.375,0.31333333333333335,8.0625,17.884459459459464,0,32,0,0.0,556,-1.9928407930216752,-0.9771407893414392,-2.881062223821969,-0.34108266600482295,0.53125,2.0,1,1.96875,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,6,0,106,33,20,13,7,0
deforan01w,DET,2,1,5.37037037037037,1.7407407407407407,1.7407407407407407,1.0,0.14814814814814814,16.037037037037038,0.40476190476190477,8.777777777777779,21.63837953091684,0,27,10,0.37037037037037035,433,-1.466220422651305,-1.2051500486006985,-2.1657844460441904,3.412837405452553,0.4375,4.5,1,-2.96875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
dickeke01w,MIN,2,1,4.4375,4.40625,1.84375,1.15625,0.0625,24.71875,0.38028169014084506,9.71875,14.069165659008467,0,32,29,0.90625,791,-2.399090793021675,1.4603592106585608,-1.224812223821969,-4.15637646645582,0.46875,6.0,1,0.15625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
dixonta01w,LAS,2,1,10.903225806451612,3.3870967741935485,3.096774193548387,1.2903225806451613,0.3225806451612903,28.451612903225808,0.4536082474226804,17.06451612903226,23.333333333333332,0,31,31,1.0,882,4.066635013429937,0.44120598485210927,6.120953905210291,5.107791207869045,0.875,1.0,1,7.75,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,4,4,127,47,11,16,3,0
dossaci01w,ORL,2,1,7.125,3.875,1.1875,0.5,1.96875,25.625,0.42342342342342343,12.96875,21.33504672897196,0,32,31,0.96875,820,0.28840920697832484,0.9291092106585608,2.025187776178031,3.1095046035076734,0.5,3.0,1,-0.78125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,3,3,82,18,8,3,2,7
dydekma01w,UTA,2,1,9.1875,5.46875,1.59375,0.5625,3.0,24.21875,0.4449152542372881,17.25,31.13933415536375,1,32,32,1.0,775,2.350909206978325,2.522859210658561,6.306437776178031,12.913792029899462,0.5625,5.0,1,0.1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
edwarmi01w,SEA,2,1,6.55,1.7,2.0,0.7,0.25,22.75,0.35664335664335667,9.3,14.539307535641548,0,20,13,0.65,455,-0.28659079302167534,-1.2458907893414393,-1.6435622238219683,-3.686234589822739,0.1875,8.0,1,-10.90625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
edwarsi01w,SEA,2,1,7.448275862068965,3.689655172413793,0.7586206896551724,0.5517241379310345,0.3448275862068966,22.24137931034483,0.45604395604395603,11.241379310344827,17.809691629955946,0,29,7,0.2413793103448276,645,0.6116850690472901,0.7437643830723539,0.29781708652285843,-0.41585049550834086,0.1875,8.0,1,-10.90625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
edwarto01w,PHO,2,1,10.5625,2.375,1.8125,1.125,0.28125,28.9375,0.37583892617449666,14.1875,18.157172557172558,0,32,32,1.0,926,3.725909206978325,-0.5708907893414392,3.243937776178031,-0.06836956829172891,0.625,4.0,1,4.40625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,2,61,17,6,5,4,0
enissh01w,CHA,2,1,11.583333333333334,3.75,0.8333333333333334,0.8333333333333334,0.08333333333333333,26.916666666666668,0.3942307692307692,15.75,19.454038997214486,0,12,9,0.75,323,4.746742540311659,0.8041092106585608,4.806437776178031,1.228496871750199,0.25,8.0,1,-7.59375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
erbsu01w,CHA,2,1,3.1724137931034484,2.1724137931034484,0.3448275862068966,0.27586206896551724,0.20689655172413793,9.482758620689655,0.4383561643835616,5.586206896551724,18.12733118971061,0,29,0,0.0,275,-3.6641769999182268,-0.7734769962379908,-5.357355327270245,-0.09821093575367712,0.25,8.0,1,-7.59375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
farriba01w,DET,2,1,3.2142857142857144,2.2857142857142856,0.14285714285714285,0.42857142857142855,0.07142857142857142,9.285714285714286,0.5,5.142857142857143,13.966265060240966,0,14,2,0.14285714285714285,130,-3.6223050787359607,-0.6601765036271536,-5.800705080964826,-4.259277065223321,0.4375,4.5,1,-2.96875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
feastal01w,LAS,2,1,6.3125,2.65625,1.03125,0.71875,0.0625,14.65625,0.3592814371257485,9.6875,23.88118811881188,0,32,0,0.0,469,-0.5240907930216752,-0.2896407893414392,-1.256062223821969,5.655645993347594,0.875,1.0,1,7.75,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,4,0,44,15,9,3,2,1
ferrama01w,NYL,2,1,2.1739130434782608,0.7391304347826086,0.17391304347826086,0.0,0.08695652173913043,6.695652173913044,0.4339622641509434,2.6956521739130435,8.223157894736843,0,23,4,0.17391304347826086,154,-4.662677749543414,-2.2067603545588304,-8.247910049908926,-10.002384230727444,0.625,1.0,1,3.53125,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,3,0,12,6,3,1,1,0
figgsuk01w,LAS,2,1,6.71875,1.71875,3.96875,0.65625,0.09375,25.09375,0.43137254901960786,11.8125,18.493444576877234,0,32,32,1.0,803,-0.11784079302167516,-1.2271407893414392,0.868937776178031,0.26790245141294733,0.875,1.0,1,7.75,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,4,4,106,24,16,19,2,0
floremi01w,MIA,2,1,3.5,0.71875,1.53125,0.71875,0.09375,14.8125,0.30357142857142855,5.0625,12.501176470588238,0,32,0,0.0,474,-3.336590793021675,-2.227140789341439,-5.881062223821969,-5.724365654876049,0.40625,6.0,1,-5.3125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
folklkr01w,MIN,2,1,7.5625,4.8125,2.09375,0.71875,0.6875,26.40625,0.450261780104712,14.3125,21.342565266742337,0,32,20,0.625,845,0.7259092069783248,1.8666092106585608,3.368937776178031,3.1170231412780502,0.46875,6.0,1,0.15625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
fordki01w,MIA,2,1,3.7142857142857144,2.2142857142857144,0.75,1.1428571428571428,0.03571428571428571,15.142857142857142,0.3055555555555556,6.892857142857143,17.405217391304344,0,28,0,0.0,424,-3.1223050787359607,-0.7316050750557248,-4.050705080964826,-0.8203247341599429,0.40625,6.0,1,-5.3125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
fresest01w,UTA,2,1,2.9523809523809526,0.8571428571428571,0.8095238095238095,0.19047619047619047,0.0,10.571428571428571,0.3333333333333333,4.142857142857143,12.013953488372092,0,21,0,0.0,222,-3.8842098406407226,-2.088747932198582,-6.800705080964826,-6.211588637092195,0.5625,5.0,1,0.1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
frettla01w,LAS,2,1,1.6,0.96,0.24,0.28,0.24,7.48,0.27450980392156865,2.8,13.851121076233182,0,25,0,0.0,187,-5.236590793021675,-1.9858907893414393,-8.14356222382197,-4.374421049231104,0.875,1.0,1,7.75,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,3,0,7,7,0,0,0,0
garnean01w,SEA,2,1,3.15625,3.0625,0.78125,0.84375,0.3125,17.5,0.3275862068965517,6.8125,15.650335570469798,0,32,19,0.59375,560,-3.680340793021675,0.11660921065856078,-4.131062223821969,-2.575206554994489,0.1875,8.0,1,-10.90625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
gibsoke01w,HOU,2,1,1.411764705882353,0.7058823529411765,0.11764705882352941,0.058823529411764705,0.0,4.470588235294118,0.3684210526315789,2.0588235294117645,9.932142857142857,0,17,0,0.0,76,-5.424826087139322,-2.2400084364002626,-8.884738694410204,-8.29339926832143,0.84375,2.0,1,12.78125,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,1,0,3,0,0,0,0,0
gilloje01w,PHO,2,1,12.533333333333333,3.8666666666666667,1.5,0.7,0.9666666666666667,27.533333333333335,0.439873417721519,17.6,23.771693735498843,0,30,30,1.0,826,5.696742540311658,0.9207758773252275,6.6564377761780325,5.546151610034556,0.625,4.0,1,4.40625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,2,64,26,4,2,1,5
goodsad01w,UTA,2,1,17.17241379310345,5.655172413793103,2.3793103448275863,1.4137931034482758,0.2413793103448276,32.03448275862069,0.4795180722891566,24.06896551724138,27.85989637305699,1,29,28,0.9655172413793104,929,10.335823000081774,2.709281624451664,13.125403293419412,9.634354247592704,0.5625,5.0,1,0.1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
grginve01w,LAS,2,1,2.7222222222222223,1.2777777777777777,0.6666666666666666,0.16666666666666666,0.05555555555555555,10.166666666666666,0.27419354838709675,4.111111111111111,11.523287671232877,0,18,0,0.0,183,-4.114368570799453,-1.6681130115636615,-6.832451112710858,-6.70225445423141,0.875,1.0,1,7.75,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,3,0,7,2,3,1,1,0
griffyo01w,SAC,2,1,16.34375,10.34375,1.46875,2.59375,1.90625,32.0625,0.5346260387811634,30.09375,40.80338983050848,1,32,32,1.0,1026,9.507159206978326,7.397859210658561,19.15018777617803,22.577847705044192,0.65625,3.0,1,5.21875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,2,78,29,24,2,1,1
groomla01w,SAC,2,1,4.133333333333334,1.4666666666666666,0.43333333333333335,0.3333333333333333,0.1,13.366666666666667,0.4431818181818182,5.766666666666667,14.811899313501145,0,30,3,0.1,401,-2.7032574596883414,-1.4792241226747727,-5.176895557155302,-3.4136428119631415,0.65625,3.0,1,5.21875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,0,23,3,2,0,0,0
grubigo01w,IND,2,1,8.241379310344827,2.6206896551724137,2.1724137931034484,1.0689655172413792,0.0,24.82758620689655,0.37656903765690375,12.03448275862069,17.81904761904762,0,29,20,0.6896551724137931,720,1.4047885173231522,-0.3252011341690255,1.0909205347987214,-0.4064945064166672,0.28125,7.0,1,-2.40625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
hallvi01w,CLE,2,1,4.6875,2.875,0.75,0.53125,0.25,18.03125,0.37341772151898733,8.3125,17.113213703099508,0,32,10,0.3125,577,-2.149090793021675,-0.07089078934143922,-2.631062223821969,-1.1123284223647794,0.53125,2.0,1,1.96875,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,6,1,69,21,15,4,0,1
hammobe01w,NYL,2,1,10.96875,2.0,1.8125,0.90625,0.03125,26.09375,0.4722222222222222,13.78125,18.735706084959816,0,32,16,0.5,835,4.132159206978325,-0.9458907893414392,2.837687776178031,0.5101639594955287,0.625,1.0,1,3.53125,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,7,7,206,66,10,15,9,0
hamzoro01w,ORL,2,1,0.4666666666666667,0.2,0.3333333333333333,0.3333333333333333,0.0,2.8666666666666667,0.18181818181818182,1.0666666666666667,10.526582278481012,0,15,0,0.0,43,-6.369924126355008,-2.745890789341439,-9.876895557155303,-7.698959846983275,0.5,3.0,1,-0.78125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,0,0,0,0
harrili01w,PHO,2,1,6.451612903225806,3.903225806451613,1.1612903225806452,0.967741935483871,0.12903225806451613,24.193548387096776,0.525974025974026,11.903225806451612,19.520610687022902,0,31,20,0.6451612903225806,750,-0.3849778897958691,0.9573350171101738,0.9596635826296431,1.2950685615586153,0.625,4.0,1,4.40625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,2,2,68,26,11,10,3,0
